"area","file","line","label","field","dynamic_name","column","declared_required","named","api_modules","target_tables","candidate_tables","disposition","candidate_nonempty_rows","scenario","evidence_key","note"
"inventory","inventory/stock.vue","445","可调拨量","","","","False","False","inventory","mat_warehouse;mat_stock;mat_stock_txn;mat_stock_transfer;mat_purchase_request;mat_purchase_request_item","","COMPOSITE_CONTROL","0","SEEDED_REFERENCE","target-table:nonempty","组合选择器或展示控件；值由内部子组件或关联对象提供。"
"inventory","inventory/stock.vue","448","调拨数量","transferQuantity","","transfer_quantity","True","False","inventory","mat_warehouse;mat_stock;mat_stock_txn;mat_stock_transfer;mat_purchase_request;mat_purchase_request_item","","COMMAND_INPUT","0","USER_ENTERED","api:inventory","操作命令参数；成功执行后转化为状态、记录或关联行，不按同名列持久化。"
"inventory","inventory/stock.vue","457","调拨原因","transferReason","","transfer_reason","True","False","inventory","mat_warehouse;mat_stock;mat_stock_txn;mat_stock_transfer;mat_purchase_request;mat_purchase_request_item","","COMMAND_INPUT","0","USER_ENTERED","api:inventory","操作命令参数；成功执行后转化为状态、记录或关联行，不按同名列持久化。"
"inventory","inventory/transaction.vue","347","入库数量","quantity","","quantity","True","False","inventory","mat_warehouse;mat_stock;mat_stock_txn;mat_stock_transfer;mat_purchase_request;mat_purchase_request_item","mat_purchase_request_item;mat_stock_transfer;mat_stock_txn","DATA_VALUE","9","SEEDED","mat_purchase_request_item.quantity:4;mat_stock_transfer.quantity:1;mat_stock_txn.quantity:4",""
"inventory","inventory/transaction.vue","388","出库数量","quantity","","quantity","True","False","inventory","mat_warehouse;mat_stock;mat_stock_txn;mat_stock_transfer;mat_purchase_request;mat_purchase_request_item","mat_purchase_request_item;mat_stock_transfer;mat_stock_txn","DATA_VALUE","9","SEEDED","mat_purchase_request_item.quantity:4;mat_stock_transfer.quantity:1;mat_stock_txn.quantity:4",""
"inventory","inventory/warehouse.vue","517","所属项目","projectId","","project_id","True","False","inventory","mat_warehouse;mat_stock;mat_stock_txn;mat_stock_transfer;mat_purchase_request;mat_purchase_request_item","mat_purchase_request;mat_stock_transfer;mat_warehouse","DATA_VALUE","7","SEEDED","mat_purchase_request.project_id:4;mat_stock_transfer.project_id:1;mat_warehouse.project_id:2",""
"inventory","inventory/warehouse.vue","524","仓库编号","warehouseCode","","warehouse_code","False","False","inventory","mat_warehouse;mat_stock;mat_stock_txn;mat_stock_transfer;mat_purchase_request;mat_purchase_request_item","mat_warehouse","DATA_VALUE","2","SEEDED","mat_warehouse.warehouse_code:2",""
"inventory","inventory/warehouse.vue","531","仓库名称","warehouseName","","warehouse_name","True","False","inventory","mat_warehouse;mat_stock;mat_stock_txn;mat_stock_transfer;mat_purchase_request;mat_purchase_request_item","mat_warehouse","DATA_VALUE","2","SEEDED","mat_warehouse.warehouse_name:2",""
"inventory","inventory/warehouse.vue","534","状态","status","","status","False","False","inventory","mat_warehouse;mat_stock;mat_stock_txn;mat_stock_transfer;mat_purchase_request;mat_purchase_request_item","mat_purchase_request;mat_stock_transfer;mat_warehouse","DATA_VALUE","7","SEEDED","mat_purchase_request.status:4;mat_stock_transfer.status:1;mat_warehouse.status:2",""
"inventory","inventory/warehouse.vue","540","备注","remark","","remark","False","False","inventory","mat_warehouse;mat_stock;mat_stock_txn;mat_stock_transfer;mat_purchase_request;mat_purchase_request_item","mat_purchase_request;mat_purchase_request_item;mat_stock;mat_stock_transfer;mat_stock_txn;mat_warehouse","DATA_VALUE","17","SEEDED","mat_purchase_request.remark:4;mat_purchase_request_item.remark:4;mat_stock.remark:2;mat_stock_transfer.remark:1;mat_stock_txn.remark:4;mat_warehouse.remark:2",""
"invoice","invoice/components/InvoiceFormModal.vue","386","发票附件","uploadFileList","","upload_file_list","False","False","file;financeOperations;invoice","pay_invoice;invoice_payment_allocation;sales_invoice;sales_invoice_allocation;sales_invoice_review","","FILE_UPLOAD","0","USER_ENTERED","sys_file:runtime-upload","文件由统一附件接口独立持久化。"
"invoice","invoice/components/InvoiceFormModal.vue","409","付款核销分配","payRecordId","","pay_record_id","True","False","file;financeOperations;invoice","pay_invoice;invoice_payment_allocation;sales_invoice;sales_invoice_allocation;sales_invoice_review","invoice_payment_allocation;pay_invoice","DATA_VALUE","2","SEEDED","invoice_payment_allocation.pay_record_id:1;pay_invoice.pay_record_id:1",""
"invoice","invoice/components/InvoiceFormModal.vue","438","文档类型","documentType","","document_type","True","False","file;financeOperations;invoice","pay_invoice;invoice_payment_allocation;sales_invoice;sales_invoice_allocation;sales_invoice_review","pay_invoice","DATA_VALUE","3","SEEDED","pay_invoice.document_type:3",""
"invoice","invoice/components/InvoiceFormModal.vue","444","发票号码","invoiceNo","","invoice_no","True","False","file;financeOperations;invoice","pay_invoice;invoice_payment_allocation;sales_invoice;sales_invoice_allocation;sales_invoice_review","pay_invoice;sales_invoice","DATA_VALUE","6","SEEDED","pay_invoice.invoice_no:3;sales_invoice.invoice_no:3",""
"invoice","invoice/components/InvoiceFormModal.vue","447","发票类型","invoiceType","","invoice_type","True","False","file;financeOperations;invoice","pay_invoice;invoice_payment_allocation;sales_invoice;sales_invoice_allocation;sales_invoice_review","pay_invoice;sales_invoice","DATA_VALUE","6","SEEDED","pay_invoice.invoice_type:3;sales_invoice.invoice_type:3",""
"invoice","invoice/components/InvoiceFormModal.vue","454","发票金额","invoiceAmount","","invoice_amount","True","False","file;financeOperations;invoice","pay_invoice;invoice_payment_allocation;sales_invoice;sales_invoice_allocation;sales_invoice_review","pay_invoice","DATA_VALUE","3","SEEDED","pay_invoice.invoice_amount:3",""
"invoice","invoice/components/InvoiceFormModal.vue","463","税率(%)","taxRate","","tax_rate","False","False","file;financeOperations;invoice","pay_invoice;invoice_payment_allocation;sales_invoice;sales_invoice_allocation;sales_invoice_review","pay_invoice","DATA_VALUE","3","SEEDED","pay_invoice.tax_rate:3",""
"invoice","invoice/components/InvoiceFormModal.vue","473","税额","taxAmount","","tax_amount","False","False","file;financeOperations;invoice","pay_invoice;invoice_payment_allocation;sales_invoice;sales_invoice_allocation;sales_invoice_review","pay_invoice;sales_invoice","DATA_VALUE","6","SEEDED","pay_invoice.tax_amount:3;sales_invoice.tax_amount:3",""
"invoice","invoice/components/InvoiceFormModal.vue","482","开票日期","invoiceDate","","invoice_date","True","False","file;financeOperations;invoice","pay_invoice;invoice_payment_allocation;sales_invoice;sales_invoice_allocation;sales_invoice_review","pay_invoice;sales_invoice","DATA_VALUE","6","SEEDED","pay_invoice.invoice_date:3;sales_invoice.invoice_date:3",""
"invoice","invoice/components/InvoiceFormModal.vue","489","卖方名称","sellerName","","seller_name","False","False","file;financeOperations;invoice","pay_invoice;invoice_payment_allocation;sales_invoice;sales_invoice_allocation;sales_invoice_review","pay_invoice","DATA_VALUE","3","SEEDED","pay_invoice.seller_name:3",""
"invoice","invoice/components/InvoiceFormModal.vue","492","卖方税号","sellerTaxNo","","seller_tax_no","False","False","file;financeOperations;invoice","pay_invoice;invoice_payment_allocation;sales_invoice;sales_invoice_allocation;sales_invoice_review","pay_invoice","DATA_VALUE","3","SEEDED","pay_invoice.seller_tax_no:3",""
"invoice","invoice/components/InvoiceFormModal.vue","495","买方名称","buyerName","","buyer_name","False","False","file;financeOperations;invoice","pay_invoice;invoice_payment_allocation;sales_invoice;sales_invoice_allocation;sales_invoice_review","pay_invoice","DATA_VALUE","3","SEEDED","pay_invoice.buyer_name:3",""
"invoice","invoice/components/InvoiceFormModal.vue","498","买方税号","buyerTaxNo","","buyer_tax_no","False","False","file;financeOperations;invoice","pay_invoice;invoice_payment_allocation;sales_invoice;sales_invoice_allocation;sales_invoice_review","pay_invoice","DATA_VALUE","3","SEEDED","pay_invoice.buyer_tax_no:3",""
"invoice","invoice/components/InvoiceFormModal.vue","501","备注","remark","","remark","False","False","file;financeOperations;invoice","pay_invoice;invoice_payment_allocation;sales_invoice;sales_invoice_allocation;sales_invoice_review","pay_invoice;sales_invoice","DATA_VALUE","6","SEEDED","pay_invoice.remark:3;sales_invoice.remark:3",""
"login","login/index.vue","261","用户名","username","","username","False","True","auth","sys_user","sys_user","DATA_VALUE","1","SEEDED","sys_user.username:1",""
"login","login/index.vue","272","密码","password","","password","False","True","auth","sys_user","sys_user","DATA_VALUE","1","SEEDED","sys_user.password:1",""
"login","login/index.vue","283","","remember","","remember","False","False","auth","sys_user","","CLIENT_STATE","0","USER_PREFERENCE","browser-storage","仅浏览器本地状态，不属于业务表字段。"
"login","login/index.vue","297","","","","","False","False","auth","sys_user","","COMPOSITE_CONTROL","0","SEEDED_REFERENCE","target-table:nonempty","组合选择器或展示控件；值由内部子组件或关联对象提供。"
"material","material/dictionary.vue","506","材料编码","materialCode","","material_code","True","False","material","md_material;md_material_category","md_material","DATA_VALUE","1","SEEDED","md_material.material_code:1",""
"material","material/dictionary.vue","513","材料名称","materialName","","material_name","True","False","material","md_material;md_material_category","md_material","DATA_VALUE","1","SEEDED","md_material.material_name:1",""
"material","material/dictionary.vue","516","规格型号","specification","","specification","False","False","material","md_material;md_material_category","md_material","DATA_VALUE","1","SEEDED","md_material.specification:1",""
"material","material/dictionary.vue","519","计量单位","unit","","unit","False","False","material","md_material;md_material_category","md_material","DATA_VALUE","1","SEEDED","md_material.unit:1",""
"material","material/dictionary.vue","522","品牌","brand","","brand","False","False","material","md_material;md_material_category","md_material","DATA_VALUE","1","SEEDED","md_material.brand:1",""
"material","material/dictionary.vue","525","默认税率(%)","defaultTaxRate","","default_tax_rate","False","False","material","md_material;md_material_category","md_material","DATA_VALUE","1","SEEDED","md_material.default_tax_rate:1",""
"material","material/dictionary.vue","528","状态","status","","status","False","False","material","md_material;md_material_category","md_material;md_material_category","DATA_VALUE","2","SEEDED","md_material.status:1;md_material_category.status:1",""
"material","material/dictionary.vue","534","备注","remark","","remark","False","False","material","md_material;md_material_category","md_material;md_material_category","DATA_VALUE","2","SEEDED","md_material.remark:1;md_material_category.remark:1",""
"org","org/components/CompanyModal.vue","33","公司编号","companyCode","","company_code","True","False","","org_company;org_department;org_position;org_user_position","org_company","DATA_VALUE","1","SEEDED","org_company.company_code:1",""
"org","org/components/CompanyModal.vue","36","公司名称","companyName","","company_name","True","False","","org_company;org_department;org_position;org_user_position","org_company","DATA_VALUE","1","SEEDED","org_company.company_name:1",""
"org","org/components/CompanyModal.vue","39","状态","status","","status","False","False","","org_company;org_department;org_position;org_user_position","org_company;org_department;org_position;org_user_position","DATA_VALUE","6","SEEDED","org_company.status:1;org_department.status:1;org_position.status:2;org_user_position.status:2",""
"org","org/components/CompanyModal.vue","45","备注","remark","","remark","False","False","","org_company;org_department;org_position;org_user_position","org_company;org_department;org_position","DATA_VALUE","4","SEEDED","org_company.remark:1;org_department.remark:1;org_position.remark:2",""
"org","org/components/DepartmentModal.vue","39","所属公司","companyId","","company_id","True","False","","org_company;org_department;org_position;org_user_position","org_department;org_position","DATA_VALUE","3","SEEDED","org_department.company_id:1;org_position.company_id:2",""
"org","org/components/DepartmentModal.vue","46","部门编号","deptCode","","dept_code","True","False","","org_company;org_department;org_position;org_user_position","org_department","DATA_VALUE","1","SEEDED","org_department.dept_code:1",""
"org","org/components/DepartmentModal.vue","49","部门名称","deptName","","dept_name","True","False","","org_company;org_department;org_position;org_user_position","org_department","DATA_VALUE","1","SEEDED","org_department.dept_name:1",""
"org","org/components/DepartmentModal.vue","52","排序号","orderNum","","order_num","False","False","","org_company;org_department;org_position;org_user_position","org_department","DATA_VALUE","1","SEEDED","org_department.order_num:1",""
"org","org/components/DepartmentModal.vue","55","状态","status","","status","False","False","","org_company;org_department;org_position;org_user_position","org_company;org_department;org_position;org_user_position","DATA_VALUE","6","SEEDED","org_company.status:1;org_department.status:1;org_position.status:2;org_user_position.status:2",""
"org","org/components/DepartmentModal.vue","61","备注","remark","","remark","False","False","","org_company;org_department;org_position;org_user_position","org_company;org_department;org_position","DATA_VALUE","4","SEEDED","org_company.remark:1;org_department.remark:1;org_position.remark:2",""
"org","org/components/PositionModal.vue","44","所属公司","companyId","","company_id","True","False","","org_company;org_department;org_position;org_user_position","org_department;org_position","DATA_VALUE","3","SEEDED","org_department.company_id:1;org_position.company_id:2",""
"org","org/components/PositionModal.vue","56","所属部门","departmentId","","department_id","True","False","","org_company;org_department;org_position;org_user_position","org_position","DATA_VALUE","2","SEEDED","org_position.department_id:2",""
"org","org/components/PositionModal.vue","68","岗位编号","positionCode","","position_code","True","False","","org_company;org_department;org_position;org_user_position","org_position","DATA_VALUE","2","SEEDED","org_position.position_code:2",""
"org","org/components/PositionModal.vue","71","岗位名称","positionName","","position_name","True","False","","org_company;org_department;org_position;org_user_position","org_position","DATA_VALUE","2","SEEDED","org_position.position_name:2",""
"org","org/components/PositionModal.vue","74","状态","status","","status","False","False","","org_company;org_department;org_position;org_user_position","org_company;org_department;org_position;org_user_position","DATA_VALUE","6","SEEDED","org_company.status:1;org_department.status:1;org_position.status:2;org_user_position.status:2",""
"org","org/components/PositionModal.vue","80","备注","remark","","remark","False","False","","org_company;org_department;org_position;org_user_position","org_company;org_department;org_position","DATA_VALUE","4","SEEDED","org_company.remark:1;org_department.remark:1;org_position.remark:2",""
"partner","partner/index.vue","600","合作方名称","partnerName","","partner_name","True","False","dict;partner","md_partner;customer_credit_profile","md_partner","DATA_VALUE","7","SEEDED","md_partner.partner_name:7",""
"partner","partner/index.vue","603","合作方类型","partnerType","","partner_type","True","False","dict;partner","md_partner;customer_credit_profile","md_partner","DATA_VALUE","7","SEEDED","md_partner.partner_type:7",""
"partner","partner/index.vue","619","统一信用代码","creditCode","","credit_code","False","False","dict;partner","md_partner;customer_credit_profile","md_partner","DATA_VALUE","7","SEEDED","md_partner.credit_code:7",""
"partner","partner/index.vue","622","法人代表","legalPerson","","legal_person","False","False","dict;partner","md_partner;customer_credit_profile","md_partner","DATA_VALUE","7","SEEDED","md_partner.legal_person:7",""
"partner","partner/index.vue","625","联系人","contactName","","contact_name","False","False","dict;partner","md_partner;customer_credit_profile","md_partner","DATA_VALUE","7","SEEDED","md_partner.contact_name:7",""
"partner","partner/index.vue","628","联系电话","contactPhone","","contact_phone","False","False","dict;partner","md_partner;customer_credit_profile","md_partner","DATA_VALUE","7","SEEDED","md_partner.contact_phone:7",""
"partner","partner/index.vue","631","开户银行","bankName","","bank_name","False","False","dict;partner","md_partner;customer_credit_profile","md_partner","DATA_VALUE","7","SEEDED","md_partner.bank_name:7",""
"partner","partner/index.vue","634","银行账号","bankAccount","","bank_account","False","False","dict;partner","md_partner;customer_credit_profile","md_partner","DATA_VALUE","7","SEEDED","md_partner.bank_account:7",""
"partner","partner/index.vue","637","资质等级","qualificationLevel","","qualification_level","False","False","dict;partner","md_partner;customer_credit_profile","md_partner","DATA_VALUE","7","SEEDED","md_partner.qualification_level:7",""
"partner","partner/index.vue","640","默认提前期（自然日）","defaultLeadDays","","default_lead_days","False","False","dict;partner","md_partner;customer_credit_profile","md_partner","DATA_VALUE","3","SEEDED","md_partner.default_lead_days:3",""
"partner","partner/index.vue","650","黑名单","blacklistFlag","","blacklist_flag","False","False","dict;partner","md_partner;customer_credit_profile","md_partner","DATA_VALUE","7","SEEDED","md_partner.blacklist_flag:7",""
"partner","partner/index.vue","653","风险等级","riskLevel","","risk_level","False","False","dict;partner","md_partner;customer_credit_profile","customer_credit_profile;md_partner","DATA_VALUE","8","SEEDED","customer_credit_profile.risk_level:1;md_partner.risk_level:7",""
"partner","partner/index.vue","660","状态","status","","status","False","False","dict;partner","md_partner;customer_credit_profile","md_partner","DATA_VALUE","7","SEEDED","md_partner.status:7",""
"payment","payment/components/PaymentFormModal.vue","58","项目","projectId","","project_id","True","False","","pay_application;pay_application_basis;pay_record;payment_application_source;payment_record_source_allocation;payment_schedule","pay_application;pay_record;payment_schedule","DATA_VALUE","3","SEEDED","pay_application.project_id:1;pay_record.project_id:1;payment_schedule.project_id:1",""
"payment","payment/components/PaymentFormModal.vue","65","合同","contractId","","contract_id","True","False","","pay_application;pay_application_basis;pay_record;payment_application_source;payment_record_source_allocation;payment_schedule","pay_application;pay_record;payment_schedule","DATA_VALUE","3","SEEDED","pay_application.contract_id:1;pay_record.contract_id:1;payment_schedule.contract_id:1",""
"payment","payment/components/PaymentFormModal.vue","74","付款对象","budgetLineId","","budget_line_id","True","False","","pay_application;pay_application_basis;pay_record;payment_application_source;payment_record_source_allocation;payment_schedule","pay_application","DATA_VALUE","1","SEEDED","pay_application.budget_line_id:1",""
"payment","payment/components/PaymentFormModal.vue","81","预算/成本科目","budgetLineId","","budget_line_id","True","False","","pay_application;pay_application_basis;pay_record;payment_application_source;payment_record_source_allocation;payment_schedule","pay_application","DATA_VALUE","1","SEEDED","pay_application.budget_line_id:1",""
"payment","payment/components/PaymentFormModal.vue","92","付款类型","payType","","pay_type","True","False","","pay_application;pay_application_basis;pay_record;payment_application_source;payment_record_source_allocation;payment_schedule","pay_application","DATA_VALUE","1","SEEDED","pay_application.pay_type:1",""
"payment","payment/components/PaymentFormModal.vue","104","费用分类","expenseCategory","","expense_category","True","False","","pay_application;pay_application_basis;pay_record;payment_application_source;payment_record_source_allocation;payment_schedule","pay_application","DATA_VALUE","1","SEEDED","pay_application.expense_category:1",""
"payment","payment/components/PaymentFormModal.vue","114","申请金额","applyAmount","","apply_amount","True","False","","pay_application;pay_application_basis;pay_record;payment_application_source;payment_record_source_allocation;payment_schedule","pay_application","DATA_VALUE","1","SEEDED","pay_application.apply_amount:1",""
"payment","payment/components/PaymentFormModal.vue","122","申请原因","applyReason","","apply_reason","True","False","","pay_application;pay_application_basis;pay_record;payment_application_source;payment_record_source_allocation;payment_schedule","pay_application","DATA_VALUE","1","SEEDED","pay_application.apply_reason:1",""
"payment","payment/components/PaymentFormModal.vue","126","付款附件","sourceType","","source_type","True","False","","pay_application;pay_application_basis;pay_record;payment_application_source;payment_record_source_allocation;payment_schedule","payment_application_source;payment_record_source_allocation","DATA_VALUE","2","SEEDED","payment_application_source.source_type:1;payment_record_source_allocation.source_type:1",""
"payment","payment/index.vue","1098","支付金额","payAmount","","pay_amount","True","False","budget;cashbook;document;file;payment","pay_application;pay_application_basis;pay_record;payment_application_source;payment_record_source_allocation;payment_schedule","pay_record","DATA_VALUE","1","SEEDED","pay_record.pay_amount:1",""
"payment","payment/index.vue","1107","付款时间","paidAt","","paid_at","True","False","budget;cashbook;document;file;payment","pay_application;pay_application_basis;pay_record;payment_application_source;payment_record_source_allocation;payment_schedule","pay_record","DATA_VALUE","1","SEEDED","pay_record.paid_at:1",""
"payment","payment/index.vue","1115","付款账户","fundAccountId","","fund_account_id","True","False","budget;cashbook;document;file;payment","pay_application;pay_application_basis;pay_record;payment_application_source;payment_record_source_allocation;payment_schedule","pay_record","DATA_VALUE","1","SEEDED","pay_record.fund_account_id:1",""
"payment","payment/index.vue","1125","支付方式","payMethod","","pay_method","True","False","budget;cashbook;document;file;payment","pay_application;pay_application_basis;pay_record;payment_application_source;payment_record_source_allocation;payment_schedule","pay_record","DATA_VALUE","1","SEEDED","pay_record.pay_method:1",""
"payment","payment/index.vue","1133","凭证号","voucherNo","","voucher_no","False","False","budget;cashbook;document;file;payment","pay_application;pay_application_basis;pay_record;payment_application_source;payment_record_source_allocation;payment_schedule","pay_record","DATA_VALUE","1","SEEDED","pay_record.voucher_no:1",""
"payment","payment/index.vue","1136","外部交易流水号","externalTxnNo","","external_txn_no","True","False","budget;cashbook;document;file;payment","pay_application;pay_application_basis;pay_record;payment_application_source;payment_record_source_allocation;payment_schedule","pay_record","DATA_VALUE","1","SEEDED","pay_record.external_txn_no:1",""
"production-measurement","production-measurement/index.vue","411","周期编码","periodCode","","period_code","True","False","file;productionMeasurement","measurement_period;production_measurement;production_measurement_line;owner_measurement_submission;owner_measurement_review_line;owner_settlement;project_progress_snapshot","measurement_period","DATA_VALUE","3","SEEDED","measurement_period.period_code:3",""
"production-measurement","production-measurement/index.vue","413","周期名称","periodName","","period_name","True","False","file;productionMeasurement","measurement_period;production_measurement;production_measurement_line;owner_measurement_submission;owner_measurement_review_line;owner_settlement;project_progress_snapshot","measurement_period","DATA_VALUE","3","SEEDED","measurement_period.period_name:3",""
"production-measurement","production-measurement/index.vue","417","开始日","startDate","","start_date","False","False","file;productionMeasurement","measurement_period;production_measurement;production_measurement_line;owner_measurement_submission;owner_measurement_review_line;owner_settlement;project_progress_snapshot","measurement_period","DATA_VALUE","3","SEEDED","measurement_period.start_date:3",""
"production-measurement","production-measurement/index.vue","420","结束日","endDate","","end_date","False","False","file;productionMeasurement","measurement_period;production_measurement;production_measurement_line;owner_measurement_submission;owner_measurement_review_line;owner_settlement;project_progress_snapshot","measurement_period","DATA_VALUE","3","SEEDED","measurement_period.end_date:3",""
"production-measurement","production-measurement/index.vue","423","截止日","cutoffDate","","cutoff_date","False","False","file;productionMeasurement","measurement_period;production_measurement;production_measurement_line;owner_measurement_submission;owner_measurement_review_line;owner_settlement;project_progress_snapshot","measurement_period","DATA_VALUE","3","SEEDED","measurement_period.cutoff_date:3",""
"production-measurement","production-measurement/index.vue","433","计量周期","periodId","","period_id","True","False","file;productionMeasurement","measurement_period;production_measurement;production_measurement_line;owner_measurement_submission;owner_measurement_review_line;owner_settlement;project_progress_snapshot","production_measurement","DATA_VALUE","3","SEEDED","production_measurement.period_id:3",""
"production-measurement","production-measurement/index.vue","441","计量日期","measureDate","","measure_date","True","False","file;productionMeasurement","measurement_period;production_measurement;production_measurement_line;owner_measurement_submission;owner_measurement_review_line;owner_settlement;project_progress_snapshot","production_measurement","DATA_VALUE","3","SEEDED","production_measurement.measure_date:3",""
"production-measurement","production-measurement/index.vue","446","计量依据","","","","True","False","file;productionMeasurement","measurement_period;production_measurement;production_measurement_line;owner_measurement_submission;owner_measurement_review_line;owner_settlement;project_progress_snapshot","","COMPOSITE_CONTROL","0","SEEDED_REFERENCE","target-table:nonempty","组合选择器或展示控件；值由内部子组件或关联对象提供。"
"production-measurement","production-measurement/index.vue","488","业主报量单号","externalDocumentNo","","external_document_no","False","False","file;productionMeasurement","measurement_period;production_measurement;production_measurement_line;owner_measurement_submission;owner_measurement_review_line;owner_settlement;project_progress_snapshot","owner_measurement_submission","DATA_VALUE","1","SEEDED","owner_measurement_submission.external_document_no:1",""
"production-measurement","production-measurement/index.vue","490","报量文件","remark","","remark","True","False","file;productionMeasurement","measurement_period;production_measurement;production_measurement_line;owner_measurement_submission;owner_measurement_review_line;owner_settlement;project_progress_snapshot","measurement_period;owner_measurement_submission;owner_settlement;production_measurement","DATA_VALUE","9","SEEDED","measurement_period.remark:3;owner_measurement_submission.remark:2;owner_settlement.remark:1;production_measurement.remark:3",""
"production-measurement","production-measurement/index.vue","495","备注","remark","","remark","False","False","file;productionMeasurement","measurement_period;production_measurement;production_measurement_line;owner_measurement_submission;owner_measurement_review_line;owner_settlement;project_progress_snapshot","measurement_period;owner_measurement_submission;owner_settlement;production_measurement","DATA_VALUE","9","SEEDED","measurement_period.remark:3;owner_measurement_submission.remark:2;owner_settlement.remark:1;production_measurement.remark:3",""
"production-measurement","production-measurement/index.vue","503","结论","decision","","decision","True","False","file;productionMeasurement","measurement_period;production_measurement;production_measurement_line;owner_measurement_submission;owner_measurement_review_line;owner_settlement;project_progress_snapshot","","COMMAND_INPUT","0","USER_ENTERED","api:file;productionMeasurement","操作命令参数；成功执行后转化为状态、记录或关联行，不按同名列持久化。"
"production-measurement","production-measurement/index.vue","510","业主核定人","reviewerName","","reviewer_name","True","False","file;productionMeasurement","measurement_period;production_measurement;production_measurement_line;owner_measurement_submission;owner_measurement_review_line;owner_settlement;project_progress_snapshot","owner_measurement_submission","DATA_VALUE","1","SEEDED","owner_measurement_submission.reviewer_name:1",""
"production-measurement","production-measurement/index.vue","513","核定/结算附件","","","","True","False","file;productionMeasurement","measurement_period;production_measurement;production_measurement_line;owner_measurement_submission;owner_measurement_review_line;owner_settlement;project_progress_snapshot","","FILE_UPLOAD","0","USER_ENTERED","sys_file:runtime-upload","独立文件组件；文件元数据不写入当前表单模型。"
"production-measurement","production-measurement/index.vue","519","结算日期","settlementDate","","settlement_date","False","False","file;productionMeasurement","measurement_period;production_measurement;production_measurement_line;owner_measurement_submission;owner_measurement_review_line;owner_settlement;project_progress_snapshot","owner_settlement","DATA_VALUE","1","SEEDED","owner_settlement.settlement_date:1",""
"production-measurement","production-measurement/index.vue","524","应收到期日","dueDate","","due_date","False","False","file;productionMeasurement","measurement_period;production_measurement;production_measurement_line;owner_measurement_submission;owner_measurement_review_line;owner_settlement;project_progress_snapshot","owner_settlement","DATA_VALUE","1","SEEDED","owner_settlement.due_date:1",""
"production-measurement","production-measurement/index.vue","527","税额","taxAmount","","tax_amount","False","False","file;productionMeasurement","measurement_period;production_measurement;production_measurement_line;owner_measurement_submission;owner_measurement_review_line;owner_settlement;project_progress_snapshot","owner_settlement","DATA_VALUE","1","SEEDED","owner_settlement.tax_amount:1",""
"production-measurement","production-measurement/index.vue","534","保留金","retentionAmount","","retention_amount","False","False","file;productionMeasurement","measurement_period;production_measurement;production_measurement_line;owner_measurement_submission;owner_measurement_review_line;owner_settlement;project_progress_snapshot","owner_settlement","DATA_VALUE","1","SEEDED","owner_settlement.retention_amount:1",""
"production-measurement","production-measurement/index.vue","541","核定意见/退回原因","reviewComment","","review_comment","False","False","file;productionMeasurement","measurement_period;production_measurement;production_measurement_line;owner_measurement_submission;owner_measurement_review_line;owner_settlement;project_progress_snapshot","owner_measurement_submission","DATA_VALUE","1","SEEDED","owner_measurement_submission.review_comment:1",""
"profile","profile/index.vue","177","真实姓名","realName","","real_name","False","True","auth","sys_user;sys_user_preference","sys_user","DATA_VALUE","1","SEEDED","sys_user.real_name:1",""
"profile","profile/index.vue","185","手机号","phone","","phone","False","True","auth","sys_user;sys_user_preference","sys_user","DATA_VALUE","1","SEEDED","sys_user.phone:1",""
"profile","profile/index.vue","189","邮箱","email","","email","False","True","auth","sys_user;sys_user_preference","sys_user","DATA_VALUE","1","SEEDED","sys_user.email:1",""
"profile","profile/index.vue","193","头像地址","avatar","","avatar","False","True","auth","sys_user;sys_user_preference","sys_user","DATA_VALUE","1","SEEDED","sys_user.avatar:1",""
"profile","profile/index.vue","201","","","","","False","False","auth","sys_user;sys_user_preference","","COMPOSITE_CONTROL","0","SEEDED_REFERENCE","target-table:nonempty","组合选择器或展示控件；值由内部子组件或关联对象提供。"
"profile","profile/index.vue","231","原密码","oldPassword","","old_password","False","True","auth","sys_user;sys_user_preference","","SENSITIVE_INPUT","0","USER_ENTERED","security:no-fixed-secret","敏感输入禁止写入固定演示数据。"
"profile","profile/index.vue","239","新密码","newPassword","","new_password","False","True","auth","sys_user;sys_user_preference","","SENSITIVE_INPUT","0","USER_ENTERED","security:no-fixed-secret","敏感输入禁止写入固定演示数据。"
"profile","profile/index.vue","247","确认新密码","confirmPassword","","confirm_password","False","True","auth","sys_user;sys_user_preference","","SENSITIVE_INPUT","0","USER_ENTERED","security:no-fixed-secret","敏感输入禁止写入固定演示数据。"
"profile","profile/index.vue","255","","","","","False","False","auth","sys_user;sys_user_preference","","COMPOSITE_CONTROL","0","SEEDED_REFERENCE","target-table:nonempty","组合选择器或展示控件；值由内部子组件或关联对象提供。"
"project-closeout","project-closeout/index.vue","736","收尾编号","code","","code","True","False","file;projectCloseout;revenueOperations","project_closeout;closeout_defect;closeout_section_acceptance;closeout_final_acceptance;closeout_warranty;closeout_archive_transfer","","API_READBACK","0","SEEDED","api:/project-closeouts/overview?projectId=520000000000000001#closeoutCode","已从隔离演示库对应 API 响应回读非空值。"
